prodejni_cena_mil,plocha_pozemku_pred_domem_m2,sousedstvi,plocha_pozemku_m2,obytna_plocha_m2,celkova_kvalita,rok_vystavby,rok_rekonstrukce,pocet_aut_v_garazi,plocha_garaze_m2,pocet_koupelen
3.16,5.852842809364549,SawyerW,1214.418431809736,107.58082497212932,6,2004,2004,2,53.51170568561873,1
2.02,5.574136008918618,IDOTRR,668.8963210702342,103.21441843180976,5,1920,1996,1,26.755852842809364,1
4.05,4.087699739873653,NridgHt,598.4764028242289,127.27610553697512,8,2006,2006,2,44.96469713861018,2
2.8,4.645113340765515,OldTown,956.893348197696,158.8628762541806,7,1921,1950,2,44.593088071348944,2
4.39,,CollgCr,870.958751393534,188.96321070234117,7,1997,1998,2,59.921962095875145,2
6.34,7.060572277963582,NridgHt,891.0256410256411,229.7473058342624,8,2004,2005,3,79.15273132664437,2
3.6,,NAmes,1848.755109624675,205.03530286138985,7,1970,1989,2,53.51170568561873,2
4.52,6.688963210702341,CollgCr,990.8026755852844,137.40245261984393,7,2003,2003,2,51.83946488294315,2
1.6,4.366406540319584,OldTown,428.0936454849498,69.3979933110368,4,1945,1950,1,20.438498699368267,1
4.5,7.5250836120401345,ClearCr,1448.6250464511336,212.46748420661464,7,1953,1953,2,61.96581196581197,2
4.88,8.825715347454478,NAmes,1268.2088442958009,206.5217391304348,7,1973,1973,2,47.937569676700114,2
2.59,6.410256410256411,Mitchel,705.964325529543,78.50241545893721,4,1982,2006,2,33.44481605351171,1
3.7,6.874767744332962,Gilbert,942.1218877740616,159.6060943887031,7,1998,1998,2,39.6692679301375,2
2.898,7.896692679301376,NAmes,947.6031215161652,100.89186176142698,5,1954,2003,2,45.52211073950205,1
2.148,5.574136008918618,OldTown,537.9041248606467,149.10813823857302,3,1915,1950,1,35.209959123002605,2
1.82,1.9509476031215165,MeadowV,148.27201783723524,91.78743961352656,4,1973,1973,1,27.59197324414716,1
2.715,,NAmes,787.3467112597548,88.44295800817541,4,1956,1956,1,26.291341508732813,1
2.54,4.645113340765515,BrkSide,802.2110739502044,119.37941285767371,5,1948,2001,1,22.296544035674472,1
2.73,6.688963210702341,Sawyer,1001.3006317354144,164.2512077294686,4,1968,1968,0,0.0,2
2.2,5.574136008918618,OldTown,969.8996655518396,114.26978818283166,5,1910,1981,2,40.876997398736535,1
3.87,9.29022668153103,NAmes,1207.729468599034,198.99665551839465,6,1968,1968,1,47.28725380899294,2
3.07,2.9728725380899297,Mitchel,418.0602006688964,124.21033073206986,6,1998,1998,2,37.62541806020067,2
4.9,7.246376811594203,Somerst,948.160535117057,145.20624303233,8,2007,2007,3,70.41991824600521,2
2.53,7.432181345224824,NAmes,826.0869565217391,98.94091415830547,5,1960,1960,2,42.82794500185805,1
3.37,,Gilbert,792.4563359345968,136.93794128576738,7,1995,1996,2,37.16090672612412,2
5.2,11.241174284652546,NoRidge,1491.917502787068,224.544778892605,8,1991,1992,2,42.92084726867336,2
3.48,11.334076551467856,Gilbert,1106.558900037161,144.92753623188406,6,2005,2005,2,37.16090672612412,2
3.29,3.716090672612412,Somerst,367.056856187291,113.7123745819398,6,2009,2009,2,49.05239687848384,2
1.7,9.75473801560758,IDOTRR,786.8821999256783,141.76885916016352,3,1915,1982,0,0.0,1
2.472,5.574136008918618,CollgCr,749.7212931995541,91.9732441471572,4,1994,1995,0,0.0,1
2.198,5.574136008918618,NAmes,668.8963210702342,96.61835748792272,4,1950,1950,2,39.01895206243032,1
1.972,7.896692679301376,NAmes,789.6692679301375,114.73429951690822,5,1961,1961,2,44.593088071348944,1
3.27,7.432181345224824,Crawfor,1241.1742846525456,89.55778520995914,5,1921,2006,2,40.13377926421405,1
2.678,5.574136008918618,OldTown,668.8963210702342,212.8390932738759,6,1910,1998,2,47.00854700854701,2
4.095,6.410256410256411,CollgCr,867.4284652545523,165.9234485321442,6,1997,1997,2,63.545150501672246,2
3.7,,Gilbert,907.190635451505,136.56633221850615,6,1993,1993,2,39.01895206243032,2
4.28,7.246376811594203,CollgCr,953.5488665923448,147.52879970271275,7,1999,1999,2,43.84986993682646,2
1.895,6.781865477517652,Edwards,1014.5856558900036,89.18617614269789,4,1965,1965,1,40.13377926421405,1
1.66,7.896692679301376,Edwards,987.086584912672,77.5733927907841,5,1920,1950,1,34.00222965440357,1
2.579,7.153474544778893,NAmes,865.849126718692,113.80527684875511,4,1959,1959,0,0.0,1
4.1,,NWAmes,985.0427350427352,149.5726495726496,6,1977,2001,2,44.593088071348944,2
3.56,7.153474544778893,SawyerW,855.2582683017466,160.90672612411743,6,1985,1985,2,44.221479004087705,2
2.37928,5.945745076179859,SawyerW,651.9881085098477,142.6049795615013,5,1979,1979,2,38.08992939427722,2
3.978,8.732813080639168,CollgCr,966.3693794128576,113.89817911557044,7,2009,2009,3,68.74767744332962,2
3.39,,IDOTRR,720.7357859531774,168.89632107023414,7,1931,1950,1,22.296544035674472,1
5.0,6.967670011148273,Somerst,870.958751393534,185.0613154960981,8,2003,2004,2,60.20066889632108,2
2.0,5.574136008918618,OldTown,1003.3444816053512,97.26867335562989,4,1885,1995,1,25.36231884057971,1
2.3,4.645113340765515,OldTown,557.4136008918618,73.29988851727983,5,1948,1950,1,23.22556670382757,1
2.3,7.896692679301376,IDOTRR,789.6692679301375,140.93273875882574,5,1919,2005,0,0.0,2
3.8,9.75473801560758,NWAmes,1091.6945373467113,171.3117800074322,6,1977,1977,2,50.72463768115942,2
2.738,6.967670011148273,Edwards,884.8940914158306,172.3337049424006,6,1954,1972,1,30.193236714975846,2
3.6,,Gilbert,719.9925678186548,132.85024154589374,7,2000,2000,2,37.16090672612412,2
7.6794,7.153474544778893,CollgCr,925.7710888145672,250.46451133407655,7,2007,2007,3,73.57859531772576,2
4.34,,Crawfor,1950.9476031215163,209.866220735786,6,1953,1953,2,41.80602006688964,2
5.19,5.667038275733928,Crawfor,674.3775548123375,215.5332590115199,6,1945,2002,1,16.722408026755854,2
3.52,3.1586770717205503,Somerst,300.0743218134523,135.45150501672242,6,1999,1999,2,40.876997398736535,2
2.78,,Sawyer,1079.1527313266445,101.44927536231884,5,1962,1962,1,26.755852842809364,1
3.1,6.874767744332962,Edwards,793.0137495354887,104.51505016722408,5,2006,2007,2,39.94797473058343,1
6.4,8.361204013377927,SawyerW,1149.7584541062802,299.33110367892976,7,1990,1990,3,55.18394648829432,3
3.2798,6.038647342995169,CollgCr,786.0460795243405,135.2657004830918,6,2005,2006,2,36.231884057971016,2
3.6,,ClearCr,1993.032329988852,91.78743961352656,6,1969,1969,2,50.16722408026756,1
2.0,4.645113340765515,IDOTRR,562.9877369007804,104.32924563359347,4,1939,1950,1,24.52619843924192,1
2.72,6.967670011148273,NAmes,879.2270531400967,100.33444816053512,6,1958,1958,1,26.755852842809364,1
3.078,5.109624674842067,SawyerW,733.1846897064289,111.38981791155705,6,1993,1993,2,49.238201412114456,2
3.62,4.459308807134894,NWAmes,1583.3333333333337,147.34299516908214,6,1979,1998,2,40.41248606465998,2
1.69,5.574136008918618,IDOTRR,629.8773690078038,70.04830917874396,6,1935,1982,0,0.0,1
2.56,,NPkVill,457.8223708658492,89.00037160906727,6,1976,1976,2,40.876997398736535,2
1.74,5.109624674842067,OldTown,407.6551467855816,78.03790412486065,5,1930,1950,0,0.0,1
3.1,6.410256410256411,NAmes,705.1282051282052,125.23225566703827,6,1966,1966,2,42.08472686733557,1
3.0,6.410256410256411,NAmes,833.6120401337793,97.82608695652176,5,1958,1991,2,69.67670011148273,1
4.52,8.175399479747306,NAmes,1319.2121887774065,200.39018952062432,7,1966,1966,2,45.24340393905612,2
4.88,,Gilbert,1135.6373095503532,190.82125603864736,6,2000,2000,2,36.231884057971016,2
3.015,6.967670011148273,NAmes,686.3619472315125,123.28130806391675,5,1959,2002,2,57.971014492753625,1
4.4,,Timber,636.6592344853215,120.40133779264217,8,2001,2002,2,43.75696767001115,2
3.6,7.246376811594203,Sawyer,960.144927536232,159.88480118914902,5,1968,1993,2,40.876997398736535,2
3.48,7.432181345224824,NWAmes,966.1835748792272,156.26161278335192,7,1970,1970,2,49.238201412114456,2
2.86,,NAmes,962.0029728725382,112.7833519137867,5,1967,1967,1,29.542920847268675,2
3.42,7.617985878855444,Mitchel,1028.428093645485,181.99554069119287,7,1988,1989,3,71.16313638052769,3
4.6,6.781865477517652,CollgCr,842.2519509476032,172.05499814195468,8,1999,2000,3,61.3154960981048,2
4.63,6.038647342995169,CollgCr,1433.110367892977,163.87959866220737,6,1997,1997,2,43.66406540319584,2
2.3,6.503158677071721,NAmes,975.473801560758,80.2675585284281,4,1971,1971,0,0.0,1
5.2,7.246376811594203,CollgCr,1081.8468970642884,161.09253065774806,7,2005,2005,2,61.3154960981048,2
3.32,6.596060943887031,NAmes,791.5273132664438,128.66963953920475,5,1952,1952,2,66.88963210702342,2
4.08,7.246376811594203,CollgCr,960.144927536232,139.44630248978075,7,1999,1999,2,53.60460795243405,2
2.5,6.503158677071721,Sawyer,845.4106280193237,160.5351170568562,5,1963,1963,2,46.82274247491639,2
2.6,2.229654403567447,Edwards,234.29951690821255,158.7699739873653,6,2004,2006,2,35.30286138981791,2
2.1,4.7380156075808255,BrkSide,568.561872909699,81.28948346339651,5,1931,1993,1,16.722408026755854,1
4.45,,Gilbert,883.0360460795243,189.0561129691565,7,2001,2001,2,40.31958379784467,2
2.82,5.852842809364549,SawyerW,696.7670011148273,100.33444816053512,7,2004,2005,0,0.0,1
2.3,,BrkSide,579.7101449275362,124.86064659977704,5,1936,1950,1,22.296544035674472,1
2.44,11.148272017837236,CollgCr,962.0958751393534,90.02229654403568,5,1975,1975,2,40.876997398736535,1
7.44804,9.940542549238202,NridgHt,1290.5053883314754,158.8628762541806,8,2007,2008,3,80.45336306205871,2
3.8,,NWAmes,1375.2322556670383,185.15421776291345,6,1971,1971,2,45.9866220735786,2
4.7,,ClearCr,1254.180602006689,116.3136380527685,6,1960,1975,2,52.39687848383501,1
2.5,7.803790412486065,OldTown,1053.5117056856188,111.48272017837236,6,1923,1950,1,28.98550724637681,1
1.58,5.574136008918618,Edwards,891.8617614269789,101.82088442958008,6,1924,1950,0,0.0,1
2.19,5.574136008918618,NAmes,668.8963210702342,96.61835748792272,5,1950,1950,2,58.06391675956894,1
5.39,8.547008547008547,Timber,1115.1059085841696,182.83166109253068,8,2009,2010,3,63.17354143441101,2
5.098,9.29022668153103,Somerst,1166.109253065775,180.88071348940915,7,2004,2005,2,62.987736900780384,2
6.4,12.44890375325158,Gilbert,1800.260126347083,228.72538089929395,7,2005,2006,2,53.51170568561873,2
3.25,,Veenker,1033.0732069862506,114.45559271646228,6,1984,1984,2,47.937569676700114,2
8.25,10.219249349684134,NridgHt,1271.6462281679674,247.8632478632479,9,2003,2004,3,67.44704570791528,2
4.4,8.825715347454478,NridgHt,1131.73541434411,143.16239316239316,7,2005,2005,2,49.42400594574508,2
2.064,5.109624674842067,OldTown,510.9624674842066,81.93979933110369,4,1956,1956,0,0.0,1
3.04,3.716090672612412,OldTown,501.6722408026756,150.13006317354143,6,1926,2004,1,20.066889632107024,2
2.55,5.759940542549239,Edwards,938.870308435526,125.88257153474544,5,1940,1999,0,0.0,2
3.8,,ClearCr,994.7974730583428,173.44853214418433,5,1955,1993,1,28.14938684503902,1
6.51248,7.989594946116686,NridgHt,981.2337421033072,200.76179858788555,8,2007,2007,3,73.29988851727983,1
3.67,5.759940542549239,Gilbert,765.8862876254182,159.7918989223337,7,2004,2004,2,40.876997398736535,2
4.56,,Timber,1548.5878855444073,158.5841694537347,8,1981,1981,2,47.47305834262356,2
2.57,,OldTown,1148.0862133036046,128.39093273875883,5,1941,1950,2,61.3154960981048,1
4.3,13.099219620958753,NAmes,2951.505016722408,153.84615384615387,6,1960,1960,2,49.05239687848384,1
4.78,4.087699739873653,StoneBr,492.9394277220365,164.1583054626533,7,1987,1987,2,46.82274247491639,2
3.26,7.432181345224824,NAmes,947.3244147157192,126.53288740245264,6,1961,1961,2,46.82274247491639,1
3.68,4.366406540319584,Timber,1153.4745447788928,153.3816425120773,6,1986,1986,2,57.227796358231146,2
4.86,7.803790412486065,Edwards,1171.9620958751393,200.48309178743963,6,1950,2001,2,53.51170568561873,2
4.22,9.0115198810851,ClearCr,931.716833890747,191.37866963953925,6,1988,1989,2,48.40208101077667,2
3.45,,Sawyer,1268.1159420289855,178.37235228539578,5,1958,1958,2,41.89892233370495,2
10.03674,5.852842809364549,StoneBr,1618.6361947231514,207.5436640654032,9,2008,2009,3,108.3240431066518,2
2.0,5.574136008918618,OldTown,791.5273132664438,89.92939427722037,5,1923,2006,2,44.593088071348944,1
3.54,,Somerst,196.6740988480119,141.6759568933482,6,2000,2000,2,40.876997398736535,2
4.002,5.016722408026756,Crawfor,704.9424005945746,167.40988480118915,7,1920,1950,1,20.066889632107024,1
2.4,5.574136008918618,Edwards,841.6945373467113,124.4890375325158,5,1957,2006,1,23.411371237458194,1
4.0,5.852842809364549,OldTown,1061.5013006317354,193.42251950947605,7,2003,2003,2,44.96469713861018,2
2.54,8.547008547008547,BrkSide,691.007060572278,116.3136380527685,5,1908,1991,2,53.51170568561873,1
9.5,8.361204013377927,OldTown,2132.1070234113718,335.1913786696396,10,1892,1993,3,78.03790412486065,2
3.46,,Mitchel,924.0988480118916,113.06205871423263,7,1990,1991,2,46.17242660720922,2
2.7,5.574136008918618,OldTown,967.1125975473802,153.84615384615387,5,1916,1987,1,16.722408026755854,2
3.06674,5.945745076179859,SawyerW,651.9881085098477,113.7123745819398,5,1979,1979,2,49.05239687848384,0
5.72,3.808992939427722,StoneBr,457.3578595317726,147.9933110367893,8,2001,2002,2,63.35934596804162,1
6.3,6.503158677071721,Crawfor,981.97696023783,253.3444816053512,8,1932,1994,2,40.876997398736535,2
3.68,,NAmes,694.1657376439986,137.40245261984393,7,1972,2004,2,44.96469713861018,1
3.84,6.317354143441101,CollgCr,837.699739873653,132.94314381270902,7,1999,1999,2,61.87290969899666,2
2.6,2.229654403567447,Edwards,234.29951690821255,158.7699739873653,7,2004,2004,2,35.30286138981791,2
2.54,5.574136008918618,CollgCr,667.038275733928,80.2675585284281,5,1972,1972,1,32.70159791898922,1
2.97,2.229654403567447,NPkVill,211.8171683389075,135.2657004830918,6,1976,1976,2,40.876997398736535,2
6.23744,7.339279078409514,Somerst,874.7677443329618,160.34931252322556,7,2007,2007,3,73.0211817168339,2
4.7,16.16499442586399,NAmes,2361.4827201783723,289.11185432924566,8,1918,1990,2,73.85730211817169,2
2.08,8.547008547008547,OldTown,512.8205128205128,207.07915273132664,6,1912,1950,0,0.0,1
5.498,7.060572277963582,NridgHt,891.0256410256411,159.14158305462655,8,2004,2005,3,79.52434039390562,2
2.8,7.432181345224824,Edwards,793.9427722036418,104.14344109996284,4,2003,2004,2,40.876997398736535,2
3.43,6.967670011148273,Mitchel,940.6354515050168,118.82199925678188,6,1977,1977,2,43.94277220364177,2
2.24,4.645113340765515,OldTown,650.3158677071721,121.7019695280565,6,1924,1950,1,36.9751021924935,2
2.98,,CollgCr,412.3002601263471,78.78112225938314,6,2004,2004,2,39.01895206243032,1
2.2,4.645113340765515,OldTown,325.15793385358603,119.28651059085844,5,1947,1950,1,22.296544035674472,1
3.61,9.19732441471572,Gilbert,1100.9847640282424,133.96506874767746,7,1990,1990,2,46.45113340765515,2
2.878,3.716090672612412,Sawyer,1270.2526941657377,157.56224451876628,5,1962,1962,1,32.4228911185433,1
2.82,,NAmes,1160.6280193236717,102.19249349684132,4,1960,1960,1,28.98550724637681,1
5.54,,SawyerW,1334.448160535117,191.56447417316983,7,1988,1989,2,42.17762913415088,2
2.9,6.967670011148273,NAmes,766.4437012263099,101.44927536231884,6,1964,1964,2,46.82274247491639,1
1.96,6.22445187662579,Edwards,520.624303232999,80.2675585284281,5,1925,1950,0,0.0,1
3.72,7.710888145670755,Edwards,968.0416202155332,112.59754738015609,6,2009,2009,2,42.73504273504274,2
5.05356,6.688963210702341,Somerst,802.6755852842809,172.05499814195468,7,2009,2009,2,59.82905982905983,2
3.12,3.994797473058343,CollgCr,1260.4979561501302,91.9732441471572,5,1995,1995,2,53.51170568561873,1
3.235,,CollgCr,1012.6347082868824,129.31995540691193,6,1977,1977,1,27.77777777777778,1
2.689,6.688963210702341,NAmes,930.0445930880716,114.82720178372352,5,1957,1996,1,41.527313266443706,1
4.2,6.038647342995169,CollgCr,785.0241545893721,133.4076551467856,7,2004,2004,2,44.96469713861018,2
2.14,5.295429208472688,OldTown,920.289855072464,123.37421033073208,4,1925,1950,1,19.50947603121516,1
6.23,,Crawfor,1454.8494983277592,181.53102935711632,7,1939,2006,2,40.04087699739874,1
3.3448,3.994797473058343,Blmngtn,279.635823114084,115.94202898550724,7,2005,2006,2,40.69119286510591,2
4.098,6.781865477517652,CollgCr,835.1913786696396,139.16759568933483,7,2006,2006,2,62.70903010033445,2
4.0,,Gilbert,749.5354886659235,210.60943887030845,6,2002,2002,2,36.231884057971016,2
3.598,7.896692679301376,NWAmes,1066.0535117056857,144.1843180973616,6,1975,1975,2,40.31958379784467,2
1.94,6.503158677071721,NAmes,975.473801560758,80.2675585284281,4,1971,1971,2,53.51170568561873,1
7.725,9.56893348197696,NridgHt,1251.5793385358604,222.22222222222223,10,2003,2003,3,89.92939427722037,2
2.24,1.9509476031215165,BrDale,156.0758082497213,120.95875139353402,5,1971,1971,1,26.012634708286885,2
5.8,7.617985878855444,NoRidge,924.3775548123376,234.11371237458195,7,1995,1995,3,66.98253437383873,2
2.12,1.9509476031215165,BrDale,173.63433667781496,91.69453734671129,6,1970,1970,1,26.012634708286885,1
2.5,6.503158677071721,Sawyer,791.620215533259,84.726867335563,5,1967,1967,1,31.21516164994426,1
3.85,3.994797473058343,Blmngtn,295.6150130063174,144.46302489780751,7,2005,2006,2,39.94797473058343,2
2.96,6.781865477517652,NAmes,813.8238573021182,110.9253065774805,6,1959,1959,1,28.98550724637681,1
8.06,16.16499442586399,NoRidge,1406.3545150501673,259.56893348197696,8,1995,1996,3,75.25083612040135,2
1.89,1.9509476031215165,BrDale,156.0758082497213,91.69453734671129,6,1972,1972,1,26.755852842809364,1
2.564,6.967670011148273,CollgCr,989.4091415830546,83.05462653288741,5,1976,1976,1,28.613898179115573,1
4.33,,Gilbert,729.3756967670012,182.0884429580082,6,2002,2002,2,40.876997398736535,2
1.79,1.9509476031215165,BrDale,156.0758082497213,91.69453734671129,6,1971,1971,1,24.52619843924192,1
3.71,6.038647342995169,CollgCr,815.0315867707172,131.36380527684875,7,2004,2004,2,45.893719806763286,2
3.89,,SawyerW,878.2051282051283,162.02155332590115,7,1993,2003,2,42.45633593459681,2
6.36,8.639910813823859,NridgHt,1117.6142697881828,157.37643998513565,8,2007,2007,3,75.99405425492382,2
2.26,4.830917874396135,Edwards,812.0587142326274,138.14567075436642,6,1945,1950,1,20.438498699368267,1
5.25,6.967670011148273,Somerst,836.1204013377927,145.48494983277592,8,2008,2008,2,69.67670011148273,2
2.21,3.716090672612412,OldTown,360.460795243404,80.45336306205871,5,1945,1997,0,0.0,1
1.58,5.852842809364549,OldTown,464.5113340765515,133.77926421404683,5,1900,1950,1,32.70159791898922,1
2.4,6.967670011148273,SawyerW,999.8141954663696,113.06205871423263,6,1980,1980,1,26.755852842809364,1
4.1,,SawyerW,824.9721293199555,196.02378298030476,7,1994,2002,2,43.01374953548867,2
4.83,7.432181345224824,NWAmes,966.1835748792272,173.91304347826087,7,1988,1988,2,56.11296915644742,2
2.74,6.410256410256411,OldTown,849.3125232255668,179.11557041991827,6,1910,1950,1,40.876997398736535,2
2.8,6.967670011148273,NAmes,1050.7246376811595,127.74061687105166,6,1954,1954,2,41.89892233370495,1
3.6,6.688963210702341,CollgCr,1051.3749535488666,154.96098104793757,7,2003,2003,2,46.45113340765515,2
5.54,,ClearCr,14771.460423634338,199.18246005202528,6,1958,2006,2,36.13898179115571,2
1.53,5.109624674842067,BrkSide,497.0271274619101,121.33036046079523,3,1940,1966,0,0.0,1
4.7,4.087699739873653,Crawfor,441.2857673727239,150.96618357487924,8,2006,2007,2,49.98141954663694,2
3.46,6.038647342995169,SawyerW,777.2203641768859,152.35971757710888,6,2004,2004,2,48.30917874396136,2
3.16,7.896692679301376,NAmes,868.6361947231513,120.95875139353402,6,1964,1991,1,28.70680044593088,2
2.9,6.503158677071721,NAmes,780.3790412486065,122.07357859531773,5,1957,1957,1,27.313266443701227,1
4.6,6.13154960981048,Gilbert,811.7800074321814,212.8390932738759,7,1999,1999,2,39.85507246376812,2
4.15,5.945745076179859,Somerst,816.7038275733928,160.5351170568562,6,2003,2003,2,62.52322556670383,2
4.4,6.317354143441101,CollgCr,818.840579710145,149.01523597175773,7,2006,2006,2,61.3154960981048,2
4.63,7.432181345224824,CollgCr,1155.2396878483837,166.48086213303606,7,2001,2001,2,52.39687848383501,2
1.94,6.503158677071721,OldTown,1180.0445930880717,81.93979933110369,5,1956,1956,1,28.613898179115573,1
3.52,11.148272017837236,NAmes,1792.6421404682276,128.39093273875883,6,1962,1962,2,82.1256038647343,1
5.52,6.410256410256411,CollgCr,890.7469342251951,239.13043478260872,8,2007,2007,3,80.63916759568934,2
3.02,8.175399479747306,Sawyer,786.9751021924935,112.59754738015609,6,1977,1995,2,45.70791527313267,1
