Date,PJME_MW
2003-08-20,39172.166666666664
2003-08-21,41788.583333333336
2003-08-22,43393.333333333336
2003-08-23,34680.083333333336
2003-08-24,28315.125
2003-08-25,35186.791666666664
2003-08-26,37946.625
2003-08-27,38538.0
2003-08-28,37816.583333333336
2003-08-29,38331.083333333336
2003-08-30,35908.875
2003-08-31,28198.541666666668
2003-09-01,29928.666666666668
2003-09-02,33390.083333333336
2003-09-03,32736.958333333332
2003-09-04,34616.125
2003-09-05,32482.041666666668
2003-09-06,27762.0
2003-09-07,27413.833333333332
2003-09-08,32262.541666666668
2003-09-09,31731.083333333332
2003-09-10,30666.666666666668
2003-09-11,31360.0
2003-09-12,30122.916666666668
2003-09-13,28931.75
2003-09-14,31249.583333333332
2003-09-15,34956.125
2003-09-16,32775.375
2003-09-17,31236.833333333332
2003-09-18,29610.583333333332
2003-09-19,28722.25
2003-09-20,28621.333333333332
2003-09-21,26803.041666666668
2003-09-22,31233.083333333332
2003-09-23,31817.666666666668
2003-09-24,29782.25
2003-09-25,31044.708333333332
2003-09-26,31474.708333333332
2003-09-27,30076.166666666668
2003-09-28,27484.916666666668
2003-09-29,28498.541666666668
2003-09-30,28311.375
2003-10-01,28508.583333333332
2003-10-02,28635.333333333332
2003-10-03,28706.0
2003-10-04,26080.708333333332
2003-10-05,24842.791666666668
2003-10-06,28424.125
2003-10-07,28950.666666666668
2003-10-08,29137.375
2003-10-09,29493.166666666668
2003-10-10,28772.125
2003-10-11,25593.5
2003-10-12,24894.291666666668
2003-10-13,28266.208333333332
2003-10-14,28760.666666666668
2003-10-15,28388.791666666668
2003-10-16,28726.75
2003-10-17,28320.166666666668
2003-10-18,25641.166666666668
2003-10-19,24983.291666666668
2003-10-20,28607.208333333332
2003-10-21,28840.333333333332
2003-10-22,28716.125
2003-10-23,30261.333333333332
2003-10-24,30161.041666666668
2003-10-25,26910.666666666668
2003-10-26,25561.739130434784
2003-10-27,29120.458333333332
2003-10-28,29335.541666666668
2003-10-29,29701.291666666668
2003-10-30,29642.958333333332
2003-10-31,28712.666666666668
2003-11-01,25966.291666666668
2003-11-02,25171.958333333332
2003-11-03,29340.875
2003-11-04,29318.25
2003-11-05,29773.0
2003-11-06,29586.833333333332
2003-11-07,28478.5
2003-11-08,27015.916666666668
2003-11-09,28020.416666666668
2003-11-10,31935.041666666668
2003-11-11,31217.416666666668
2003-11-12,30009.25
2003-11-13,30263.125
2003-11-14,31788.083333333332
2003-11-15,27870.458333333332
2003-11-16,27038.625
2003-11-17,29663.541666666668
2003-11-18,30403.833333333332
2003-11-19,29976.416666666668
2003-11-20,29866.0
2003-11-21,29822.333333333332
2003-11-22,26717.541666666668
2003-11-23,26078.583333333332
2003-11-24,29575.833333333332
2003-11-25,31420.208333333332
2003-11-26,31788.5
2003-11-27,26234.958333333332
2003-11-28,26692.791666666668
2003-11-29,28213.5
2003-11-30,28137.166666666668
2003-12-01,30858.791666666668
2003-12-02,33738.916666666664
2003-12-03,35242.375
2003-12-04,35054.916666666664
2003-12-05,35067.958333333336
2003-12-06,33667.375
2003-12-07,32807.416666666664
2003-12-08,35449.833333333336
2003-12-09,35127.541666666664
2003-12-10,33949.25
2003-12-11,32422.166666666668
2003-12-12,33545.083333333336
2003-12-13,32556.166666666668
2003-12-14,33025.083333333336
2003-12-15,34998.541666666664
2003-12-16,34422.833333333336
2003-12-17,34079.916666666664
2003-12-18,35719.958333333336
2003-12-19,35411.666666666664
2003-12-20,33076.875
2003-12-21,32376.291666666668
2003-12-22,33403.333333333336
2003-12-23,31237.166666666668
2003-12-24,29319.916666666668
2003-12-25,28278.333333333332
2003-12-26,31177.416666666668
2003-12-27,29377.291666666668
2003-12-28,29085.25
2003-12-29,31577.583333333332
2003-12-30,31114.916666666668
2003-12-31,30828.875
2004-01-01,27885.25
2004-01-02,29906.583333333332
2004-01-03,27387.5
2004-01-04,26775.416666666668
2004-01-05,31887.666666666668
2004-01-06,33971.041666666664
2004-01-07,37861.5
2004-01-08,37157.458333333336
2004-01-09,36685.833333333336
2004-01-10,38713.166666666664
2004-01-11,36357.25
2004-01-12,35615.291666666664
2004-01-13,34492.458333333336
2004-01-14,38266.083333333336
2004-01-15,39144.5
2004-01-16,41280.625
2004-01-17,35876.041666666664
2004-01-18,33026.291666666664
2004-01-19,36959.958333333336
2004-01-20,38372.958333333336
2004-01-21,38572.583333333336
2004-01-22,37198.666666666664
2004-01-23,39568.416666666664
2004-01-24,37144.541666666664
2004-01-25,37662.166666666664
2004-01-26,40127.5
2004-01-27,39085.666666666664
2004-01-28,37948.0
2004-01-29,38168.833333333336
2004-01-30,38367.541666666664
2004-01-31,37279.041666666664
2004-02-01,34610.833333333336
2004-02-02,36631.916666666664
2004-02-03,36201.291666666664
2004-02-04,34404.0
2004-02-05,35983.166666666664
2004-02-06,35753.583333333336
2004-02-07,31528.75
2004-02-08,32755.833333333332
2004-02-09,35375.416666666664
2004-02-10,32971.833333333336
2004-02-11,33662.916666666664
2004-02-12,34622.625
2004-02-13,33398.166666666664
2004-02-14,30863.416666666668
2004-02-15,31169.5
2004-02-16,36100.333333333336
2004-02-17,36328.958333333336
2004-02-18,34715.875
2004-02-19,33323.75
2004-02-20,32465.208333333332
2004-02-21,29363.041666666668
2004-02-22,29286.416666666668
2004-02-23,32751.291666666668
2004-02-24,33514.125
2004-02-25,34315.083333333336
2004-02-26,34121.291666666664
2004-02-27,32778.166666666664
2004-02-28,29355.541666666668
2004-02-29,27565.5
2004-03-01,30342.333333333332
2004-03-02,29742.958333333332
2004-03-03,29577.375
2004-03-04,30038.791666666668
2004-03-05,29731.708333333332
2004-03-06,26723.083333333332
2004-03-07,26174.333333333332
2004-03-08,31292.125
2004-03-09,32300.0
2004-03-10,32825.708333333336
2004-03-11,31553.458333333332
2004-03-12,31267.125
2004-03-13,29945.541666666668
2004-03-14,29045.625
2004-03-15,29996.625
2004-03-16,33427.166666666664
2004-03-17,33710.958333333336
2004-03-18,33088.75
2004-03-19,32336.958333333332
2004-03-20,29405.75
2004-03-21,27578.5
2004-03-22,33510.541666666664
2004-03-23,33225.666666666664
2004-03-24,31317.375
2004-03-25,30030.208333333332
2004-03-26,28818.708333333332
2004-03-27,25793.375
2004-03-28,24880.958333333332
2004-03-29,29116.333333333332
2004-03-30,31002.0
2004-03-31,30780.75
2004-04-01,30568.75
2004-04-02,30696.291666666668
2004-04-03,27945.916666666668
2004-04-04,27840.391304347828
2004-04-05,32707.583333333332
2004-04-06,31574.333333333332
2004-04-07,29304.041666666668
2004-04-08,29387.0
2004-04-09,27197.458333333332
2004-04-10,25386.208333333332
2004-04-11,25201.125
2004-04-12,30029.125
2004-04-13,31018.958333333332
2004-04-14,30281.333333333332
2004-04-15,29723.541666666668
2004-04-16,29104.916666666668
2004-04-17,25531.375
2004-04-18,24690.291666666668
2004-04-19,29657.291666666668
2004-04-20,30099.208333333332
2004-04-21,28946.125
2004-04-22,29855.791666666668
2004-04-23,29336.958333333332
2004-04-24,25418.958333333332
2004-04-25,24544.458333333332
2004-04-26,28803.625
2004-04-27,28484.208333333332
2004-04-28,28804.5
2004-04-29,28896.583333333332
2004-04-30,28764.958333333332
2004-05-01,26479.166666666668
2004-05-02,26397.041666666668
2004-05-03,28608.875
2004-05-04,28464.666666666668
2004-05-05,28711.5
2004-05-06,28727.125
2004-05-07,29738.416666666668
2004-05-08,25330.333333333332
2004-05-09,25043.0
2004-05-10,31770.291666666668
2004-05-11,34979.25
2004-05-12,36491.291666666664
2004-05-13,37169.166666666664
2004-05-14,34639.458333333336
2004-05-15,33204.0
2004-05-16,30163.166666666668
2004-05-17,33431.291666666664
2004-05-18,34644.0
2004-05-19,32876.583333333336
2004-05-20,31376.166666666668
2004-05-21,32876.75
2004-05-22,33426.833333333336
2004-05-23,35428.083333333336
2004-05-24,40032.083333333336
2004-05-25,37325.5
2004-05-26,33652.541666666664
2004-05-27,33469.791666666664
2004-05-28,33352.125
2004-05-29,26479.208333333332
2004-05-30,24775.166666666668
2004-05-31,26015.0
2004-06-01,29923.208333333332
2004-06-02,31334.041666666668
2004-06-03,31685.875
2004-06-04,29988.625
2004-06-05,26341.5
2004-06-06,24901.958333333332
2004-06-07,31287.375
2004-06-08,35700.875
2004-06-09,40603.958333333336
2004-06-10,39546.0
2004-06-11,31190.833333333332
2004-06-12,27397.166666666668
2004-06-13,25878.125
2004-06-14,33786.833333333336
2004-06-15,39226.166666666664
2004-06-16,39654.541666666664
2004-06-17,40923.458333333336
2004-06-18,41104.708333333336
2004-06-19,34969.916666666664
2004-06-20,27167.125
2004-06-21,31834.375
2004-06-22,35079.125
2004-06-23,35501.375
2004-06-24,36554.666666666664
2004-06-25,36324.791666666664
2004-06-26,31847.291666666668
2004-06-27,28351.25
2004-06-28,33199.0
2004-06-29,33482.541666666664
2004-06-30,34333.25
2004-07-01,36830.541666666664
2004-07-02,38442.791666666664
2004-07-03,34027.208333333336
2004-07-04,31773.791666666668
2004-07-05,37089.708333333336
2004-07-06,38689.0
2004-07-07,38784.125
2004-07-08,39560.041666666664
2004-07-09,36312.375
2004-07-10,32928.25
2004-07-11,34396.0
2004-07-12,36538.25
2004-07-13,35211.458333333336
2004-07-14,35363.0
2004-07-15,34773.166666666664
2004-07-16,34525.166666666664
2004-07-17,33655.25
2004-07-18,30454.666666666668
2004-07-19,34964.75
2004-07-20,37947.416666666664
2004-07-21,39302.0
2004-07-22,40972.25
2004-07-23,38868.333333333336
2004-07-24,31933.416666666668
2004-07-25,29299.625
2004-07-26,34112.0
2004-07-27,35505.25
2004-07-28,36225.25
2004-07-29,37579.75
2004-07-30,39840.583333333336
2004-07-31,38828.208333333336
2004-08-01,36312.583333333336
2004-08-02,40553.875
2004-08-03,41097.75
2004-08-04,41411.375
2004-08-05,35881.208333333336
2004-08-06,30693.75
2004-08-07,26614.333333333332
2004-08-08,26957.875
2004-08-09,34313.0
2004-08-10,37321.458333333336
2004-08-11,38282.0
2004-08-12,37494.375
2004-08-13,36099.208333333336
2004-08-14,30649.5
2004-08-15,29967.375
2004-08-16,34591.041666666664
2004-08-17,34748.375
2004-08-18,36253.458333333336
2004-08-19,38715.708333333336
2004-08-20,41798.041666666664
2004-08-21,35298.0
2004-08-22,28151.833333333332
2004-08-23,33824.791666666664
2004-08-24,36008.125
2004-08-25,35395.75
2004-08-26,35297.875
2004-08-27,37679.708333333336
2004-08-28,37924.583333333336
2004-08-29,37312.125
2004-08-30,40433.958333333336
2004-08-31,38973.666666666664
2004-09-01,35536.833333333336
2004-09-02,34826.333333333336
2004-09-03,34516.625
2004-09-04,32172.166666666668
2004-09-05,28663.458333333332
2004-09-06,27628.25
2004-09-07,34608.083333333336
2004-09-08,36500.583333333336
2004-09-09,37789.0
2004-09-10,34537.833333333336
2004-09-11,29538.541666666668
2004-09-12,28579.75
2004-09-13,34566.333333333336
2004-09-14,33049.5
2004-09-15,31709.125
2004-09-16,33427.541666666664
2004-09-17,34401.666666666664
2004-09-18,29456.5
2004-09-19,24785.625
2004-09-20,28469.125
2004-09-21,29905.583333333332
2004-09-22,31462.791666666668
2004-09-23,33518.625
2004-09-24,32813.75
2004-09-25,28378.041666666668
2004-09-26,27362.625
2004-09-27,31206.916666666668
2004-09-28,33054.25
2004-09-29,30787.458333333332
2004-09-30,30233.875
